time_s,event_type,profile_idx,download_ms,throughput_bps,buffer_s,description
2700.980,download,0,1929.56,208897,209.10,Profile 235 kbps
2702.716,download,0,1736.49,254808,209.37,Profile 235 kbps
2704.580,download,0,1863.65,264899,209.50,Profile 235 kbps
2706.613,download,0,2033.20,234184,209.47,Profile 235 kbps
2708.365,download,0,1752.05,261448,209.72,Profile 235 kbps
2710.200,download,0,1834.66,246790,209.88,Profile 235 kbps
2711.953,download,0,1752.86,314107,210.13,Profile 235 kbps
2713.887,download,0,1934.43,227573,210.20,Profile 235 kbps
2715.589,download,0,1701.68,247520,210.49,Profile 235 kbps
2717.164,download,0,1575.59,322632,210.92,Profile 235 kbps
2719.270,download,0,2105.64,243894,210.81,Profile 235 kbps
2721.163,download,0,1892.68,196649,210.92,Profile 235 kbps
2722.915,download,0,1752.08,299141,211.17,Profile 235 kbps
2724.945,download,0,2030.55,233975,211.14,Profile 235 kbps
2726.783,download,0,1838.19,286294,211.30,Profile 235 kbps
2728.790,download,0,2006.39,230013,211.29,Profile 235 kbps
2730.475,download,0,1685.32,315235,211.61,Profile 235 kbps
2732.393,download,0,1917.68,252584,211.69,Profile 235 kbps
2734.122,download,0,1729.44,281409,211.96,Profile 235 kbps
2735.984,download,0,1862.17,251079,212.10,Profile 235 kbps
2737.733,download,0,1748.83,228999,212.35,Profile 235 kbps
2739.642,download,0,1909.10,224186,212.44,Profile 235 kbps
2741.614,download,0,1971.68,221050,212.47,Profile 235 kbps
2743.558,download,0,1944.23,194512,212.53,Profile 235 kbps
2745.373,download,0,1815.27,245565,212.71,Profile 235 kbps
2747.288,download,0,1914.48,290505,212.80,Profile 235 kbps
2749.187,download,0,1899.30,262733,212.90,Profile 235 kbps
2750.899,download,0,1712.12,240722,213.18,Profile 235 kbps
2752.703,download,0,1803.67,261871,213.38,Profile 235 kbps
2754.581,download,0,1877.49,284311,213.50,Profile 235 kbps
2756.311,download,0,1730.95,292325,213.77,Profile 235 kbps
2758.385,download,0,2073.65,252707,213.70,Profile 235 kbps
2760.396,download,0,2011.01,223537,213.69,Profile 235 kbps
2762.156,download,0,1759.45,270275,213.93,Profile 235 kbps
2764.023,download,0,1866.97,237746,214.06,Profile 235 kbps
2765.851,download,0,1828.84,263122,214.23,Profile 235 kbps
2767.592,download,0,1740.29,272966,214.49,Profile 235 kbps
2769.404,download,0,1811.95,308486,214.68,Profile 235 kbps
2771.241,download,0,1837.61,208440,214.84,Profile 235 kbps
2772.997,download,0,1755.67,228485,215.09,Profile 235 kbps
2774.988,download,0,1991.48,164409,215.09,Profile 235 kbps
2776.827,download,0,1838.26,274198,215.26,Profile 235 kbps
2778.551,download,0,1724.11,297108,215.53,Profile 235 kbps
2780.528,download,0,1977.50,257542,215.55,Profile 235 kbps
2782.258,download,0,1729.88,264564,215.83,Profile 235 kbps
2784.141,download,0,1882.65,239951,215.94,Profile 235 kbps
2785.965,download,0,1824.63,244495,216.12,Profile 235 kbps
2787.803,download,0,1838.03,219295,216.28,Profile 235 kbps
2789.579,download,0,1775.12,211776,216.50,Profile 235 kbps
2791.330,download,0,1751.82,280887,216.75,Profile 235 kbps
2792.923,download,0,1592.78,300416,217.16,Profile 235 kbps
2794.746,download,0,1822.89,242569,217.34,Profile 235 kbps
2796.678,download,0,1932.11,260775,217.41,Profile 235 kbps
2798.422,download,0,1743.42,227681,217.66,Profile 235 kbps
2800.145,download,0,1723.52,295646,217.94,Profile 235 kbps
2801.851,download,0,1705.71,282444,218.23,Profile 235 kbps
2803.848,download,0,1997.49,272418,218.23,Profile 235 kbps
2805.610,download,0,1761.33,261925,218.47,Profile 235 kbps
2807.246,download,0,1636.56,298773,218.84,Profile 235 kbps
2809.073,download,0,1826.92,258144,219.01,Profile 235 kbps
2810.991,download,0,1917.85,237229,219.09,Profile 235 kbps
2812.888,download,0,1897.52,269944,219.19,Profile 235 kbps
2814.846,download,0,1957.27,253366,219.24,Profile 235 kbps
2816.649,download,0,1802.84,293447,219.43,Profile 235 kbps
2818.378,download,0,1729.84,305554,219.70,Profile 235 kbps
2820.240,download,0,1861.99,276728,219.84,Profile 235 kbps
2822.124,download,0,1883.84,276813,219.96,Profile 235 kbps
2824.152,download,0,2028.15,197157,219.93,Profile 235 kbps
2826.033,download,0,1880.38,258985,220.05,Profile 235 kbps
2827.843,download,0,1810.01,226965,220.24,Profile 235 kbps
2829.775,download,0,1931.75,247129,220.31,Profile 235 kbps
2831.588,download,0,1813.66,263357,220.50,Profile 235 kbps
2833.532,download,0,1943.64,233052,220.55,Profile 235 kbps
2835.249,download,0,1716.80,322926,220.83,Profile 235 kbps
2837.174,download,0,1924.90,256574,220.91,Profile 235 kbps
2839.019,download,0,1845.62,232342,221.06,Profile 235 kbps
2840.896,download,0,1877.21,288028,221.19,Profile 235 kbps
2842.757,download,0,1860.16,277915,221.33,Profile 235 kbps
2844.704,download,0,1947.65,281990,221.38,Profile 235 kbps
2846.728,download,0,2023.30,261390,221.36,Profile 235 kbps
2848.811,download,0,2083.54,212408,221.27,Profile 235 kbps
2850.584,download,0,1773.00,260828,221.50,Profile 235 kbps
2852.459,download,0,1875.27,285305,221.62,Profile 235 kbps
2854.484,download,0,2024.33,233302,221.60,Profile 235 kbps
2856.247,download,0,1763.03,255787,221.84,Profile 235 kbps
2858.139,download,0,1892.42,265776,221.94,Profile 235 kbps
2860.068,download,0,1929.30,215971,222.01,Profile 235 kbps
2861.865,download,0,1796.52,265104,222.22,Profile 235 kbps
2863.862,download,0,1996.73,223766,222.22,Profile 235 kbps
2865.893,download,0,2031.53,207206,222.19,Profile 235 kbps
2867.690,download,0,1797.22,256004,222.39,Profile 235 kbps
2869.562,download,0,1871.88,214851,222.52,Profile 235 kbps
2871.559,download,0,1996.36,244249,222.52,Profile 235 kbps
2873.449,download,0,1890.19,225073,222.63,Profile 235 kbps
2875.543,download,0,2094.16,255132,222.54,Profile 235 kbps
2877.373,download,0,1830.28,213768,222.71,Profile 235 kbps
2879.168,download,0,1794.57,259922,222.92,Profile 235 kbps
2881.020,download,0,1852.32,231765,223.06,Profile 235 kbps
2882.664,download,0,1643.87,244672,223.42,Profile 235 kbps
2884.428,download,0,1764.28,291323,223.65,Profile 235 kbps
2886.416,download,0,1987.64,261741,223.67,Profile 235 kbps
2888.260,download,0,1843.93,240734,223.82,Profile 235 kbps
2890.138,download,0,1877.83,233801,223.95,Profile 235 kbps
2892.177,download,0,2039.10,212403,223.91,Profile 235 kbps
2893.814,download,0,1637.67,310984,224.27,Profile 235 kbps
2895.898,download,0,2083.36,244770,224.19,Profile 235 kbps
2897.599,download,0,1701.12,238986,224.48,Profile 235 kbps
2899.371,download,0,1771.94,264966,224.71,Profile 235 kbps
2901.547,download,0,2176.17,250616,224.54,Profile 235 kbps
2903.468,download,0,1920.52,265850,224.62,Profile 235 kbps
2905.228,download,0,1760.87,271294,224.85,Profile 235 kbps
2907.132,download,0,1903.66,266707,224.95,Profile 235 kbps
2909.110,download,0,1978.18,240896,224.97,Profile 235 kbps
2910.878,download,0,1768.20,242765,225.20,Profile 235 kbps
2912.717,download,0,1838.24,271369,225.37,Profile 235 kbps
2914.547,download,0,1830.43,267247,225.54,Profile 235 kbps
2916.332,download,0,1784.68,287796,225.75,Profile 235 kbps
2918.217,download,0,1885.33,250363,225.87,Profile 235 kbps
2920.136,download,0,1919.30,271654,225.95,Profile 235 kbps
2922.036,download,0,1899.54,237136,226.05,Profile 235 kbps
2923.992,download,0,1956.42,238574,226.09,Profile 235 kbps
2925.978,download,0,1985.96,245048,226.10,Profile 235 kbps
2927.931,download,0,1952.36,291033,226.15,Profile 235 kbps
2929.946,download,0,2015.06,261432,226.14,Profile 235 kbps
2931.731,download,0,1785.11,249262,226.35,Profile 235 kbps
2933.504,download,0,1772.91,276445,226.58,Profile 235 kbps
2935.422,download,0,1918.22,190526,226.66,Profile 235 kbps
2937.434,download,0,2012.12,221303,226.65,Profile 235 kbps
2939.354,download,0,1920.22,205698,226.73,Profile 235 kbps
2941.269,download,0,1914.72,246486,226.81,Profile 235 kbps
2943.092,download,0,1822.98,232555,226.99,Profile 235 kbps
2944.903,download,0,1810.78,290960,227.18,Profile 235 kbps
2946.863,download,0,1959.88,253375,227.22,Profile 235 kbps
2948.648,download,0,1785.77,260348,227.43,Profile 235 kbps
2950.498,download,0,1849.43,276691,227.59,Profile 235 kbps
2952.376,download,0,1877.94,296895,227.71,Profile 235 kbps
2954.280,download,0,1904.12,265815,227.80,Profile 235 kbps
2956.214,download,0,1934.38,228749,227.87,Profile 235 kbps
2957.994,download,0,1779.43,207828,228.09,Profile 235 kbps
2959.677,download,0,1683.58,288637,228.41,Profile 235 kbps
2961.581,download,0,1903.88,283838,228.50,Profile 235 kbps
2963.439,download,0,1857.42,264108,228.64,Profile 235 kbps
2965.415,download,0,1976.34,221152,228.67,Profile 235 kbps
2967.201,download,0,1786.31,257886,228.88,Profile 235 kbps
2968.752,download,0,1550.87,281737,229.33,Profile 235 kbps
2970.461,download,0,1708.77,316331,229.62,Profile 235 kbps
2972.294,download,0,1832.63,230021,229.79,Profile 235 kbps
2974.221,download,0,1927.21,241178,229.86,Profile 235 kbps
2976.196,download,0,1975.19,230418,229.89,Profile 235 kbps
2977.886,download,0,1690.23,272210,230.20,Profile 235 kbps
2979.467,download,0,1580.89,340668,230.62,Profile 235 kbps
2981.385,download,0,1918.29,273973,230.70,Profile 235 kbps
2983.331,download,0,1945.66,247805,230.75,Profile 235 kbps
2985.218,download,0,1887.07,206076,230.87,Profile 235 kbps
2987.073,download,0,1855.32,223737,231.01,Profile 235 kbps
2988.897,download,0,1823.05,219957,231.19,Profile 235 kbps
2990.687,download,0,1790.39,302794,231.40,Profile 235 kbps
2992.504,download,0,1816.98,315169,231.58,Profile 235 kbps
2994.348,download,0,1843.63,240256,231.74,Profile 235 kbps
2995.991,download,0,1643.18,253864,232.09,Profile 235 kbps
2997.801,download,0,1810.79,294995,232.28,Profile 235 kbps
2999.570,download,0,1768.26,241110,232.51,Profile 235 kbps
3001.286,download,0,1716.26,302603,232.80,Profile 235 kbps
3003.086,download,0,1799.93,278300,233.00,Profile 235 kbps
3004.791,download,0,1705.43,305316,233.29,Profile 235 kbps
3006.614,download,0,1822.26,219570,233.47,Profile 235 kbps
3008.445,download,0,1831.55,238806,233.64,Profile 235 kbps
3010.240,download,0,1795.01,229663,233.84,Profile 235 kbps
3012.079,download,0,1839.14,234253,234.00,Profile 235 kbps
3014.023,download,0,1943.75,214369,234.06,Profile 235 kbps
3015.857,download,0,1833.57,276309,234.23,Profile 235 kbps
3017.754,download,0,1897.85,266179,234.33,Profile 235 kbps
3019.926,download,0,2171.87,200517,234.16,Profile 235 kbps
3021.824,download,0,1897.71,254108,234.26,Profile 235 kbps
3023.615,download,0,1791.36,306619,234.47,Profile 235 kbps
3025.240,download,0,1624.39,290999,234.84,Profile 235 kbps
3027.162,download,0,1922.15,253604,234.92,Profile 235 kbps
3029.080,download,0,1918.24,334215,235.00,Profile 235 kbps
3030.707,download,0,1627.03,314600,235.38,Profile 235 kbps
3032.621,download,0,1913.70,252161,235.46,Profile 235 kbps
3034.432,download,0,1810.80,221078,235.65,Profile 235 kbps
3036.174,download,0,1742.13,260370,235.91,Profile 235 kbps
3038.155,download,0,1980.88,225629,235.93,Profile 235 kbps
3039.938,download,0,1782.78,263706,236.15,Profile 235 kbps
3041.914,download,0,1976.01,231699,236.17,Profile 235 kbps
3043.869,download,0,1955.57,261955,236.21,Profile 235 kbps
3045.804,download,0,1934.67,252368,236.28,Profile 235 kbps
3047.728,download,0,1923.83,229002,236.36,Profile 235 kbps
3049.530,download,0,1802.10,264629,236.55,Profile 235 kbps
3051.415,download,0,1885.56,254311,236.67,Profile 235 kbps
3053.371,download,0,1955.55,236210,236.71,Profile 235 kbps
3055.434,download,0,2063.30,224964,236.65,Profile 235 kbps
3057.390,download,0,1955.77,250390,236.69,Profile 235 kbps
3059.408,download,0,2018.47,233083,236.67,Profile 235 kbps
3061.244,download,0,1835.26,305034,236.84,Profile 235 kbps
3063.208,download,0,1964.05,194940,236.88,Profile 235 kbps
3065.058,download,0,1849.93,259560,237.03,Profile 235 kbps
3066.747,download,0,1689.45,239775,237.34,Profile 235 kbps
3068.631,download,0,1883.64,262292,237.45,Profile 235 kbps
3070.578,download,0,1946.93,223683,237.51,Profile 235 kbps
3072.488,download,0,1910.09,240797,237.60,Profile 235 kbps
3074.423,download,0,1934.99,260996,237.66,Profile 235 kbps
3076.260,download,0,1836.94,291345,237.82,Profile 235 kbps
3078.252,download,0,1992.46,285648,237.83,Profile 235 kbps
3080.134,download,0,1882.04,206882,237.95,Profile 235 kbps
3081.910,download,0,1775.65,277731,238.17,Profile 235 kbps
3083.483,download,0,1572.92,278758,238.60,Profile 235 kbps
3085.367,download,0,1884.75,242184,238.72,Profile 235 kbps
3087.153,download,0,1785.55,273412,238.93,Profile 235 kbps
3088.896,download,0,1743.48,268992,239.19,Profile 235 kbps
3090.765,download,0,1868.45,263067,239.32,Profile 235 kbps
3092.706,download,0,1941.29,249706,239.38,Profile 235 kbps
3094.461,download,0,1755.06,250887,239.62,Profile 235 kbps
3096.310,download,0,1848.93,258559,239.77,Profile 235 kbps
3098.031,download,0,1720.45,264428,240.05,Profile 235 kbps
3100.000,download,0,1969.11,266046,240.08,Profile 235 kbps
3101.844,download,0,1844.19,251670,240.24,Profile 235 kbps
3103.824,download,0,1979.66,250532,240.26,Profile 235 kbps
3105.513,download,0,1688.94,286831,240.57,Profile 235 kbps
3107.352,download,0,1839.41,246867,240.73,Profile 235 kbps
3109.045,download,0,1693.50,253562,241.04,Profile 235 kbps
3110.823,download,0,1777.27,217728,241.26,Profile 235 kbps
3112.742,download,0,1919.59,234183,241.34,Profile 235 kbps
3114.880,download,0,2137.20,219850,241.20,Profile 235 kbps
3116.864,download,0,1984.48,202826,241.22,Profile 235 kbps
3118.631,download,0,1766.50,286732,241.45,Profile 235 kbps
3120.437,download,0,1806.41,242514,241.65,Profile 235 kbps
3122.423,download,0,1985.95,224312,241.66,Profile 235 kbps
3124.302,download,0,1879.48,239768,241.78,Profile 235 kbps
3126.290,download,0,1987.46,240411,241.79,Profile 235 kbps
3128.030,download,0,1740.15,226959,242.05,Profile 235 kbps
3129.897,download,0,1866.62,255028,242.19,Profile 235 kbps
3131.882,download,0,1985.06,219862,242.20,Profile 235 kbps
3133.734,download,0,1852.61,216400,242.35,Profile 235 kbps
3135.710,download,0,1975.27,230324,242.37,Profile 235 kbps
3137.777,download,0,2067.29,260403,242.31,Profile 235 kbps
3139.541,download,0,1764.65,282364,242.54,Profile 235 kbps
3141.554,download,0,2012.14,243692,242.53,Profile 235 kbps
3143.560,download,0,2006.53,206613,242.52,Profile 235 kbps
3145.291,download,0,1731.13,259701,242.79,Profile 235 kbps
3147.289,download,0,1997.82,231140,242.79,Profile 235 kbps
3149.443,download,0,2153.65,234341,242.64,Profile 235 kbps
3151.230,download,0,1786.80,263810,242.85,Profile 235 kbps
3152.988,download,0,1758.20,270158,243.10,Profile 235 kbps
3154.704,download,0,1715.89,193266,243.38,Profile 235 kbps
3156.654,download,0,1950.18,220082,243.43,Profile 235 kbps
3158.444,download,0,1790.58,268557,243.64,Profile 235 kbps
3160.356,download,0,1911.83,227367,243.73,Profile 235 kbps
3162.228,download,0,1871.55,281837,243.86,Profile 235 kbps
3164.104,download,0,1875.88,233021,243.98,Profile 235 kbps
3166.013,download,0,1908.91,261947,244.07,Profile 235 kbps
3167.845,download,0,1832.44,288590,244.24,Profile 235 kbps
3169.805,download,0,1960.25,284429,244.28,Profile 235 kbps
3171.644,download,0,1838.39,241912,244.44,Profile 235 kbps
3173.449,download,0,1805.38,266280,244.63,Profile 235 kbps
3175.315,download,0,1865.47,295604,244.77,Profile 235 kbps
3177.444,download,0,2129.85,236324,244.64,Profile 235 kbps
3179.261,download,0,1816.21,307612,244.82,Profile 235 kbps
3181.074,download,0,1813.77,252234,245.01,Profile 235 kbps
3182.958,download,0,1883.21,243618,245.13,Profile 235 kbps
3184.704,download,0,1746.74,280485,245.38,Profile 235 kbps
3186.669,download,0,1964.87,207705,245.41,Profile 235 kbps
3188.449,download,0,1779.56,275776,245.63,Profile 235 kbps
3190.244,download,0,1795.20,253779,245.84,Profile 235 kbps
3192.041,download,0,1796.86,257596,246.04,Profile 235 kbps
3193.770,download,0,1729.60,210185,246.31,Profile 235 kbps
3195.726,download,0,1955.29,241511,246.36,Profile 235 kbps
3197.348,download,0,1622.81,263286,246.73,Profile 235 kbps
3199.153,download,0,1804.82,269491,246.93,Profile 235 kbps
3201.058,download,0,1904.57,245712,247.03,Profile 235 kbps
3202.972,download,0,1914.30,251697,247.11,Profile 235 kbps
3204.731,download,0,1759.02,282789,247.35,Profile 235 kbps
3206.703,download,0,1971.52,261293,247.38,Profile 235 kbps
3208.541,download,0,1838.72,234668,247.54,Profile 235 kbps
3210.441,download,0,1899.35,186998,247.64,Profile 235 kbps
3212.468,download,0,2026.91,245241,247.62,Profile 235 kbps
3214.293,download,0,1825.51,247037,247.79,Profile 235 kbps
3216.084,download,0,1790.96,283294,248.00,Profile 235 kbps
3217.863,download,0,1778.84,254058,248.22,Profile 235 kbps
3219.775,download,0,1911.58,279522,248.31,Profile 235 kbps
3221.831,download,0,2056.82,186545,248.25,Profile 235 kbps
3223.614,download,0,1782.47,235341,248.47,Profile 235 kbps
3225.546,download,0,1932.06,217637,248.54,Profile 235 kbps
3227.357,download,0,1810.69,273906,248.73,Profile 235 kbps
3229.306,download,0,1948.95,255087,248.78,Profile 235 kbps
3231.054,download,0,1748.85,269961,249.03,Profile 235 kbps
3232.925,download,0,1870.16,246511,249.16,Profile 235 kbps
3234.883,download,0,1958.10,241209,249.20,Profile 235 kbps
3236.688,download,0,1804.85,283937,249.40,Profile 235 kbps
3238.326,download,0,1638.91,315463,249.76,Profile 235 kbps
3240.073,download,0,1746.62,248123,250.01,Profile 235 kbps
3241.835,download,0,1761.69,272924,250.25,Profile 235 kbps
3243.777,download,0,1942.16,223812,250.31,Profile 235 kbps
3245.394,download,0,1617.44,324710,250.69,Profile 235 kbps
3247.481,download,0,2086.49,270709,250.60,Profile 235 kbps
3249.447,download,0,1965.75,219694,250.64,Profile 235 kbps
3251.224,download,0,1776.90,249203,250.86,Profile 235 kbps
3253.111,download,0,1887.28,249413,250.97,Profile 235 kbps
3255.284,download,0,2173.00,246620,250.80,Profile 235 kbps
3257.149,download,0,1865.69,249653,250.93,Profile 235 kbps
3259.223,download,0,2073.51,217918,250.86,Profile 235 kbps
3261.118,download,0,1894.94,272989,250.97,Profile 235 kbps
3262.863,download,0,1745.27,309375,251.22,Profile 235 kbps
3264.653,download,0,1789.60,294497,251.43,Profile 235 kbps
3266.710,download,0,2057.48,210250,251.37,Profile 235 kbps
3268.429,download,0,1719.17,241437,251.65,Profile 235 kbps
3270.220,download,0,1790.79,240399,251.86,Profile 235 kbps
3271.902,download,0,1681.52,279713,252.18,Profile 235 kbps
3273.787,download,0,1885.32,251509,252.30,Profile 235 kbps
3275.692,download,0,1904.95,240645,252.39,Profile 235 kbps
3277.655,download,0,1962.58,245244,252.43,Profile 235 kbps
3279.468,download,0,1813.65,261589,252.61,Profile 235 kbps
3281.482,download,0,2013.91,232781,252.60,Profile 235 kbps
3283.430,download,0,1947.34,194965,252.65,Profile 235 kbps
3285.368,download,0,1938.08,237514,252.72,Profile 235 kbps
3287.423,download,0,2055.54,217948,252.66,Profile 235 kbps
3289.216,download,0,1792.88,289751,252.87,Profile 235 kbps
3291.050,download,0,1833.66,286914,253.03,Profile 235 kbps
3292.751,download,0,1701.51,341945,253.33,Profile 235 kbps
3294.770,download,0,2018.87,232629,253.31,Profile 235 kbps
3296.576,download,0,1805.87,262890,253.51,Profile 235 kbps
3298.274,download,0,1698.43,260914,253.81,Profile 235 kbps
3300.277,download,0,2002.55,216116,253.81,Profile 235 kbps
3302.088,download,0,1811.18,226465,254.00,Profile 235 kbps
3303.958,download,0,1869.75,281044,254.13,Profile 235 kbps
3305.854,download,0,1896.60,208808,254.23,Profile 235 kbps
3307.719,download,0,1864.73,250850,254.36,Profile 235 kbps
3309.569,download,0,1850.02,229672,254.51,Profile 235 kbps
3311.341,download,0,1772.05,272286,254.74,Profile 235 kbps
3313.057,download,0,1716.25,309899,255.03,Profile 235 kbps
3315.204,download,0,2146.41,229853,254.88,Profile 235 kbps
3317.063,download,0,1859.53,277106,255.02,Profile 235 kbps
3318.849,download,0,1785.60,259986,255.23,Profile 235 kbps
3320.647,download,0,1797.50,260495,255.44,Profile 235 kbps
3322.812,download,0,2165.35,225345,255.27,Profile 235 kbps
3324.757,download,0,1945.13,201496,255.33,Profile 235 kbps
3326.491,download,0,1734.01,241382,255.59,Profile 235 kbps
3328.568,download,0,2076.97,242026,255.52,Profile 235 kbps
3330.468,download,0,1899.79,277783,255.62,Profile 235 kbps
3332.211,download,0,1742.75,271630,255.87,Profile 235 kbps
3334.013,download,0,1802.56,255872,256.07,Profile 235 kbps
3335.860,download,0,1847.36,282461,256.22,Profile 235 kbps
3337.610,download,0,1750.06,268411,256.47,Profile 235 kbps
3339.451,download,0,1840.32,265084,256.63,Profile 235 kbps
3341.240,download,0,1789.41,275765,256.84,Profile 235 kbps
3343.133,download,0,1893.08,235155,256.95,Profile 235 kbps
3344.895,download,0,1761.78,264288,257.19,Profile 235 kbps
3346.664,download,0,1769.12,266021,257.42,Profile 235 kbps
3348.729,download,0,2064.54,246719,257.35,Profile 235 kbps
3350.612,download,0,1882.81,242939,257.47,Profile 235 kbps
3352.288,download,0,1676.37,285110,257.80,Profile 235 kbps
3354.056,download,0,1768.03,310606,258.03,Profile 235 kbps
3356.073,download,0,2017.50,163506,258.01,Profile 235 kbps
3357.940,download,0,1866.33,239537,258.14,Profile 235 kbps
3359.837,download,0,1897.23,244550,258.25,Profile 235 kbps
3361.554,download,0,1716.58,309513,258.53,Profile 235 kbps
3363.335,download,0,1781.63,260570,258.75,Profile 235 kbps
3365.376,download,0,2040.79,244282,258.71,Profile 235 kbps
3367.086,download,0,1710.34,287980,259.00,Profile 235 kbps
3368.926,download,0,1839.73,275232,259.16,Profile 235 kbps
3370.871,download,0,1944.86,215777,259.21,Profile 235 kbps
3372.793,download,0,1922.21,238292,259.29,Profile 235 kbps
3374.535,download,0,1742.17,253266,259.55,Profile 235 kbps
3376.300,download,0,1764.56,237811,259.78,Profile 235 kbps
3378.184,download,0,1883.71,275456,259.90,Profile 235 kbps
3380.034,download,0,1850.60,303586,260.05,Profile 235 kbps
3382.004,download,0,1969.96,206583,260.08,Profile 235 kbps
3383.793,download,0,1788.81,286908,260.29,Profile 235 kbps
3385.788,download,0,1994.53,225529,260.30,Profile 235 kbps
3387.626,download,0,1838.10,245959,260.46,Profile 235 kbps
3389.719,download,0,2093.85,250738,260.36,Profile 235 kbps
3391.437,download,0,1717.06,277112,260.65,Profile 235 kbps
3393.407,download,0,1970.80,227230,260.68,Profile 235 kbps
3395.447,download,0,2040.14,248473,260.64,Profile 235 kbps
3397.424,download,0,1976.39,253848,260.66,Profile 235 kbps
3399.287,download,0,1863.09,254940,260.80,Profile 235 kbps
3401.242,download,0,1954.71,259185,260.84,Profile 235 kbps
3403.193,download,0,1951.58,245188,260.89,Profile 235 kbps
3405.100,download,0,1906.57,224508,260.98,Profile 235 kbps
3406.881,download,0,1781.16,265890,261.20,Profile 235 kbps
3408.750,download,0,1869.10,260721,261.33,Profile 235 kbps
3410.785,download,0,2034.69,243835,261.30,Profile 235 kbps
3412.503,download,0,1718.25,269069,261.58,Profile 235 kbps
3414.554,download,0,2050.70,237152,261.53,Profile 235 kbps
3416.312,download,0,1758.03,236902,261.77,Profile 235 kbps
3418.160,download,0,1848.38,260215,261.92,Profile 235 kbps
3420.114,download,0,1953.90,239340,261.97,Profile 235 kbps
3422.106,download,0,1992.02,220086,261.98,Profile 235 kbps
3423.920,download,0,1814.13,261410,262.16,Profile 235 kbps
3425.671,download,0,1750.84,296648,262.41,Profile 235 kbps
3427.609,download,0,1937.68,256896,262.47,Profile 235 kbps
3429.445,download,0,1835.98,226700,262.64,Profile 235 kbps
3431.363,download,0,1918.77,233850,262.72,Profile 235 kbps
3433.065,download,0,1701.26,263588,263.02,Profile 235 kbps
3434.882,download,0,1817.21,243458,263.20,Profile 235 kbps
3436.791,download,0,1908.64,273208,263.29,Profile 235 kbps
3438.608,download,0,1817.03,277142,263.48,Profile 235 kbps
3440.565,download,0,1957.65,228535,263.52,Profile 235 kbps
3442.450,download,0,1884.64,271195,263.63,Profile 235 kbps
3444.341,download,0,1891.21,246936,263.74,Profile 235 kbps
3446.115,download,0,1774.25,273986,263.97,Profile 235 kbps
3447.931,download,0,1815.43,267110,264.15,Profile 235 kbps
3449.652,download,0,1720.88,294715,264.43,Profile 235 kbps
3451.622,download,0,1969.98,286395,264.46,Profile 235 kbps
3453.561,download,0,1938.95,262980,264.52,Profile 235 kbps
3455.236,download,0,1675.84,244959,264.85,Profile 235 kbps
3457.070,download,0,1833.87,246613,265.01,Profile 235 kbps
3458.861,download,0,1790.40,272941,265.22,Profile 235 kbps
3460.688,download,0,1827.16,258758,265.40,Profile 235 kbps
3462.528,download,0,1840.16,320750,265.56,Profile 235 kbps
3464.441,download,0,1912.71,261912,265.64,Profile 235 kbps
3466.333,download,0,1892.73,231509,265.75,Profile 235 kbps
3468.230,download,0,1897.07,214996,265.85,Profile 235 kbps
3470.144,download,0,1913.40,267733,265.94,Profile 235 kbps
3472.048,download,0,1904.33,235144,266.04,Profile 235 kbps
3473.994,download,0,1946.14,246259,266.09,Profile 235 kbps
3475.709,download,0,1714.83,245020,266.37,Profile 235 kbps
3477.509,download,0,1800.03,288257,266.57,Profile 235 kbps
3479.576,download,0,2066.78,198636,266.51,Profile 235 kbps
3481.294,download,0,1718.09,292334,266.79,Profile 235 kbps
3483.308,download,0,2013.42,218145,266.78,Profile 235 kbps
3485.255,download,0,1947.33,204362,266.83,Profile 235 kbps
3487.289,download,0,2034.55,231485,266.79,Profile 235 kbps
3489.239,download,0,1949.60,251395,266.84,Profile 235 kbps
3490.944,download,0,1705.16,276263,267.14,Profile 235 kbps
3492.844,download,0,1899.47,238390,267.24,Profile 235 kbps
3494.735,download,0,1890.95,266698,267.35,Profile 235 kbps
3496.634,download,0,1899.37,264382,267.45,Profile 235 kbps
3498.327,download,0,1692.95,271384,267.76,Profile 235 kbps
3499.975,download,0,1648.26,257993,268.11,Profile 235 kbps
3501.823,download,0,1848.29,289672,268.26,Profile 235 kbps
3503.698,download,0,1874.92,235044,268.38,Profile 235 kbps
3505.488,download,0,1790.09,288843,268.59,Profile 235 kbps
3507.465,download,0,1976.72,213991,268.62,Profile 235 kbps
3509.436,download,0,1970.32,243189,268.65,Profile 235 kbps
3511.394,download,0,1958.89,242632,268.69,Profile 235 kbps
3513.344,download,0,1949.86,220677,268.74,Profile 235 kbps
3515.202,download,0,1857.56,270075,268.88,Profile 235 kbps
3517.156,download,0,1953.81,234336,268.93,Profile 235 kbps
3518.954,download,0,1798.88,266819,269.13,Profile 235 kbps
3520.709,download,0,1754.93,281282,269.37,Profile 235 kbps
3522.749,download,0,2039.79,227035,269.33,Profile 235 kbps
3524.544,download,0,1795.07,275149,269.54,Profile 235 kbps
3526.306,download,0,1761.31,297733,269.78,Profile 235 kbps
3528.006,download,0,1700.39,261478,270.08,Profile 235 kbps
3529.845,download,0,1839.01,257543,270.24,Profile 235 kbps
3531.791,download,0,1946.34,236518,270.29,Profile 235 kbps
3533.636,download,0,1844.52,231584,270.45,Profile 235 kbps
3535.513,download,0,1876.87,264751,270.57,Profile 235 kbps
3537.254,download,0,1741.01,291531,270.83,Profile 235 kbps
